,Bathrooms,Street,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SalePrice,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,UnfBsmtRat,MasVnrType_BrkFace,MasVnrType_Stone,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_CmentBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,LandContour_HLS,LandContour_Low,LandContour_Lvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,UnfSqFtRatio,Age,IsNew,Renovated,GarageAge,HasPool
814,2.5,10.0,10.0,5,7,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,4.375,4.0,1.0,10.0,1.0,5.5,1.0,2.8,2.693548387096774,5.5,5.5,5.5,11.661345470088502,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9.419354838709678,1.0,10.0,7.723214285714286,1.0
815,2.5,10.0,10.0,7,5,3.48625,4.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,1.0,5.5,5.5,4.6,4.616935483870968,5.5,5.5,10.0,12.323411137947407,1,0,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,3.032258064516129,1.0,1.0,6.678571428571429,1.0
816,1.0,10.0,10.0,5,6,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,3.25,4.0,4.0,10.0,3.25,7.75,5.5,2.8,2.663306451612903,5.5,5.5,10.0,11.827736204810263,1,0,0,0,0,5.6607142857142865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,8.838709677419356,1.0,1.0,7.75,1.0
817,4.0,10.0,10.0,8,5,1.8325,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,5.5,7.75,5.5,6.4,6.183467741935484,5.5,5.5,10.0,12.509874099861838,1,0,0,0,0,3.0089285714285716,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,2.161290322580645,1.0,1.0,6.517857142857143,1.0
818,2.5,10.0,10.0,6,7,1.45,4.0,5.5,4.0,7.0,7.75,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,4.6,3.661290322580645,5.5,5.5,10.0,11.951180395901384,1,0,0,0,0,5.5089108910891085,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,6.951612903225806,1.0,1.0,7.401785714285714,1.0
819,4.0,10.0,10.0,7,5,1.72,7.0,5.5,7.0,7.0,10.0,10.0,10.0,3.25,4.0,7.0,10.0,3.25,7.75,5.5,4.6,3.9274193548387095,5.5,5.5,10.0,12.319401330837177,1,0,0,0,0,5.1421207658321055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.2903225806451613,1.0,10.0,6.357142857142857,1.0
820,3.25,10.0,10.0,7,5,1.0,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,1.0,5.5,5.5,4.6,4.598790322580645,5.5,5.5,10.0,12.117241431823558,1,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,2.0161290322580645,1.0,1.0,6.491071428571429,1.0
821,1.0,10.0,5.5,4,4,1.0,1.0,5.5,1.0,7.0,5.5,1.0,10.0,3.25,4.0,4.0,7.0,1.0,5.5,1.0,4.6,4.483870967741936,5.5,5.5,10.0,11.440354772135393,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,9.419354838709678,1.0,1.0,7.294642857142857,1.0
822,3.25,10.0,10.0,7,5,1.0,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,7.75,10.0,4.6,3.618951612903226,5.5,5.5,10.0,12.323855681186558,0,0,1,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.870967741935484,1.0,1.0,6.464285714285714,1.0
823,2.5,10.0,10.0,6,7,1.0,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,3.25,7.75,1.0,2.8,2.4516129032258065,5.5,5.5,10.0,11.845819880243557,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9.85483870967742,1.0,10.0,8.205357142857142,1.0
824,2.5,10.0,10.0,8,5,1.0,7.0,5.5,7.0,10.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,7.75,5.5,4.6,5.693548387096774,5.5,5.5,10.0,12.3570755190667,1,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.2903225806451613,10.0,1.0,6.357142857142857,1.0
825,4.0,10.0,10.0,10,5,5.59,10.0,5.5,10.0,7.0,10.0,10.0,10.0,3.25,4.0,10.0,10.0,3.25,7.75,10.0,6.4,8.379032258064516,5.5,5.5,10.0,12.86099861326992,1,0,0,0,0,2.9143407122232916,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.2903225806451613,1.0,10.0,6.383928571428571,1.0
826,2.5,10.0,10.0,5,6,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,3.25,4.0,7.0,10.0,1.0,5.5,1.0,1.0,1.0,5.5,5.5,10.0,11.603679828238693,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9.709677419354838,1.0,10.0,8.607142857142858,1.0
827,2.5,10.0,10.0,7,5,1.0,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,5.5,5.5,4.6,4.1875,5.5,5.5,10.0,12.14950229404178,1,0,0,0,0,9.876203576341128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,2.4516129032258065,1.0,1.0,6.571428571428571,1.0
828,4.0,10.0,1.0,5,5,1.0,4.0,5.5,4.0,10.0,5.5,10.0,10.0,4.375,4.0,4.0,7.0,1.0,5.5,10.0,4.6,4.254032258064516,5.5,5.5,10.0,12.128111104060462,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.0,7.387096774193548,1.0,1.0,7.482142857142857,1.0
829,3.25,10.0,10.0,7,5,1.0,7.0,5.5,7.0,7.0,10.0,10.0,10.0,3.25,4.0,7.0,10.0,1.0,5.5,5.5,4.6,3.903225806451613,5.5,5.5,10.0,11.900905258737373,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.3152054297641076,1.435483870967742,1.0,1.0,6.383928571428571,1.0
830,3.25,10.0,10.0,6,5,3.176875,4.0,5.5,4.0,7.0,5.5,10.0,7.0,4.375,4.0,4.0,10.0,5.5,7.75,5.5,4.6,3.7701612903225805,5.5,5.5,10.0,12.01974306733868,1,0,0,0,0,3.2758620689655173,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,8.693548387096774,1.0,1.0,7.723214285714286,1.0
831,3.25,10.0,10.0,7,5,1.0,4.0,5.5,7.0,7.0,10.0,10.0,10.0,3.25,4.0,7.0,10.0,1.0,5.5,5.5,4.6,3.903225806451613,5.5,5.5,10.0,11.925035115797062,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.340413533834586,1.435483870967742,1.0,1.0,6.383928571428571,1.0
832,4.75,10.0,10.0,7,6,2.254375,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,5.5,5.5,4.6,4.70766129032258,5.5,5.5,10.0,12.375815420117268,1,0,0,0,0,5.3804463336875665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,2.306451612903226,1.0,1.0,6.544642857142857,1.0
833,1.75,10.0,10.0,6,6,2.0125,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,5.5,4.6,3.8548387096774195,5.5,5.5,10.0,12.025749091398891,1,0,0,0,0,6.788258575197889,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,7.82258064516129,1.0,1.0,7.5625,1.0
834,2.5,10.0,10.0,5,6,1.7650000000000001,4.0,5.5,4.0,7.0,7.75,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,4.6,3.7580645161290325,5.5,5.5,10.0,11.8490404949436,1,0,0,0,0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,8.112903225806452,1.0,1.0,7.616071428571429,1.0
835,2.5,10.0,10.0,4,7,1.0,4.0,5.5,7.0,7.0,5.5,10.0,10.0,3.25,4.0,7.0,7.0,1.0,5.5,1.0,4.6,3.6370967741935485,5.5,5.5,10.0,11.759785542901755,1,0,0,0,0,6.271790065604499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,3.467741935483871,1.0,10.0,6.732142857142857,1.0
836,2.5,10.0,10.0,5,6,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,3.25,4.0,4.0,7.0,1.0,5.5,1.0,4.6,5.911290322580645,5.5,5.5,10.0,11.941455846009388,0,0,0,0,1,8.048749198203977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,6.225806451612903,1.0,10.0,7.9375,1.0
837,3.25,10.0,10.0,6,5,1.88875,4.0,5.5,4.0,7.0,5.5,10.0,10.0,3.25,4.0,4.0,10.0,1.0,5.5,1.0,2.8,2.596774193548387,5.5,5.5,10.0,11.512925464970229,0,0,0,0,1,3.8509316770186333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,6.370967741935484,1.0,1.0,7.294642857142857,1.0
838,1.75,10.0,10.0,5,6,1.0,4.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,1.0,5.5,1.0,2.8,3.129032258064516,5.5,5.5,10.0,11.877568578558138,1,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.5806451612903225,1.0,10.0,6.598214285714286,1.0
839,1.0,10.0,10.0,5,6,1.0,4.0,5.5,4.0,7.0,10.0,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,2.8,2.4516129032258065,5.5,5.5,10.0,11.779128505744886,0,0,0,0,1,5.875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,3.1774193548387095,1.0,10.0,8.017857142857142,1.0
840,2.5,10.0,10.0,6,8,1.0,4.0,5.5,4.0,7.0,5.5,1.0,10.0,5.5,4.0,1.0,10.0,1.0,5.5,1.0,2.8,3.4193548387096775,5.5,5.5,5.5,11.84939770159144,0,0,0,0,1,7.9107142857142865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9.709677419354838,1.0,10.0,8.339285714285715,1.0
841,2.5,10.0,10.0,5,8,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,4.375,4.0,7.0,10.0,3.25,1.0,1.0,4.6,5.149193548387097,7.75,5.5,5.5,11.967180737247824,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,2.161290322580645,1.0,10.0,7.026785714285714,1.0
842,3.25,10.0,10.0,6,7,2.029375,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,5.5,4.6,3.963709677419355,7.75,7.75,10.0,12.071969661006694,1,0,0,0,0,3.204081632653061,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,7.387096774193548,1.0,1.0,7.482142857142857,1.0
843,2.5,10.0,10.0,5,4,1.0,4.0,5.5,4.0,7.0,10.0,1.0,10.0,7.75,7.0,4.0,10.0,1.0,5.5,1.0,1.0,1.0,5.5,5.5,10.0,11.856515169360305,0,0,0,0,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,7.967741935483871,1.0,1.0,7.589285714285714,1.0
844,1.75,10.0,10.0,5,8,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,5.5,4.0,4.0,10.0,3.25,7.75,1.0,6.4,5.354838709677419,5.5,5.5,10.0,11.94405831982697,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,9.709677419354838,1.0,10.0,7.9375,1.0
845,4.0,10.0,10.0,5,5,1.0,4.0,5.5,7.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,7.0,5.5,5.5,10.0,4.6,4.695564516129032,5.5,5.5,10.0,12.049418835484797,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,5.064516129032258,1.0,10.0,7.214285714285714,1.0
846,4.75,10.0,10.0,7,5,1.770625,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,5.5,1.0,4.6,3.5705645161290325,5.5,5.5,10.0,12.269047444691562,1,0,0,0,0,3.7608108108108107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,3.6129032258064515,1.0,1.0,6.785714285714286,1.0
847,2.5,10.0,10.0,5,6,1.0,4.0,5.5,4.0,7.0,10.0,10.0,10.0,4.375,4.0,4.0,10.0,3.25,3.25,1.0,2.8,3.0443548387096775,5.5,5.5,10.0,11.801856756822442,1,0,0,0,0,5.208333333333334,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,6.661290322580645,1.0,1.0,7.348214285714286,1.0
848,4.0,10.0,10.0,6,8,1.0,4.0,5.5,4.0,7.0,5.5,10.0,10.0,6.625,4.0,4.0,10.0,3.25,7.75,1.0,4.6,3.1774193548387095,3.25,5.5,10.0,12.388394202324129,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.8870967741935485,1.0,10.0,9.035714285714286,1.0
849,3.25,10.0,10.0,6,7,3.025,7.0,7.75,4.0,7.0,10.0,10.0,10.0,4.375,4.0,4.0,10.0,3.25,5.5,5.5,4.6,4.096774193548387,5.5,5.5,10.0,12.138863895836725,1,0,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,3.1774193548387095,1.0,10.0,7.1875,1.0
850,2.5,10.0,10.0,6,5,1.95625,7.0,5.5,7.0,7.0,10.0,10.0,10.0,2.125,4.0,7.0,10.0,1.0,5.5,10.0,4.6,3.5403225806451615,5.5,5.5,10.0,11.786762130599957,1,0,0,0,0,3.005896226415094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.870967741935484,1.0,1.0,6.464285714285714,1.0
851,2.5,10.0,10.0,8,5,1.225,7.0,5.5,7.0,7.0,10.0,10.0,10.0,3.25,4.0,7.0,10.0,3.25,5.5,10.0,4.6,3.4193548387096775,5.5,5.5,10.0,12.2783933071098,1,0,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.7258064516129032,1.0,1.0,6.4375,1.0
852,2.5,10.0,10.0,7,5,1.0,4.0,7.75,4.0,7.0,7.75,10.0,10.0,5.5,4.0,4.0,10.0,5.5,7.75,1.0,2.8,2.4516129032258065,5.5,5.5,10.0,12.007621706806335,0,0,0,0,1,6.431372549019608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,9.564516129032258,1.0,10.0,8.125,1.0
853,1.75,10.0,10.0,6,6,1.646875,4.0,7.75,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,3.25,3.25,5.5,4.6,4.901209677419355,5.5,5.5,10.0,11.970350312009105,1,0,0,0,0,5.49600709849157,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,7.82258064516129,1.0,1.0,7.5625,1.0
854,3.25,10.0,10.0,5,4,1.0,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,3.25,7.75,1.0,4.6,3.745967741935484,5.5,5.5,10.0,12.043553716032399,1,0,0,0,0,2.899035734543392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,5.935483870967742,1.0,10.0,7.723214285714286,1.0
855,3.25,10.0,10.0,5,8,1.0,4.0,7.75,4.0,7.0,10.0,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,2.8,2.57258064516129,5.5,5.5,10.0,11.751942365440728,0,0,0,0,1,4.297115384615385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.2903225806451613,1.0,10.0,7.642857142857143,1.0
856,2.5,10.0,5.5,6,6,1.0,4.0,5.5,7.0,10.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,4.6,4.483870967741936,5.5,3.25,10.0,11.898187865760873,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,5.645161290322581,1.0,1.0,7.080357142857143,1.0
857,3.25,10.0,10.0,6,5,1.0,4.0,5.5,7.0,7.0,7.75,10.0,10.0,4.375,4.0,4.0,10.0,3.25,5.5,10.0,4.6,3.0745967741935485,5.5,5.5,10.0,12.066810578196666,1,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,3.3225806451612905,1.0,10.0,6.758928571428571,1.0
858,2.5,10.0,10.0,7,5,2.0631250000000003,4.0,5.5,7.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,3.25,5.5,5.5,4.6,3.8971774193548385,5.5,5.5,10.0,11.931635799828413,1,0,0,0,0,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,6.080645161290323,1.0,1.0,7.241071428571429,1.0
859,4.75,10.0,10.0,6,7,2.2375,4.0,5.5,4.0,7.0,5.5,10.0,10.0,5.5,4.0,7.0,10.0,3.25,7.75,1.0,4.6,4.743951612903226,5.5,5.5,10.0,12.429216196844383,1,0,0,0,0,4.714421252371917,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,4.483870967741936,1.0,10.0,7.375,1.0
860,1.75,10.0,10.0,7,8,1.0,7.0,5.5,4.0,7.0,7.75,10.0,10.0,4.375,4.0,7.0,10.0,3.25,7.75,1.0,2.8,2.306451612903226,5.5,5.5,10.0,12.154516158615772,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.596774193548387,1.0,10.0,8.553571428571429,1.0
861,3.25,10.0,10.0,5,4,1.0,4.0,5.5,4.0,7.0,10.0,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,4.6,4.048387096774194,5.5,5.5,10.0,11.786762130599957,1,0,0,0,0,2.7151106833493746,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,7.82258064516129,1.0,1.0,7.5625,1.0
862,2.5,10.0,10.0,6,5,1.0,4.0,5.5,7.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,4.6,3.903225806451613,5.5,5.5,10.0,11.931635799828413,1,0,0,0,0,7.075,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,4.919354838709678,1.0,10.0,7.0,1.0
863,2.5,10.0,10.0,5,5,1.0,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,2.8,5.064516129032258,5.5,5.5,10.0,11.794337924408413,1,0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,8.548387096774194,1.0,1.0,7.696428571428571,1.0
864,2.5,10.0,10.0,7,5,1.0,7.0,5.5,10.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,1.0,5.5,10.0,4.6,4.199596774193548,5.5,5.5,10.0,12.431533509799543,1,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.2903225806451613,1.0,10.0,6.357142857142857,1.0
865,2.5,10.0,10.0,5,6,1.4275,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,4.0,10.0,1.0,5.5,1.0,4.6,6.455645161290323,5.5,5.5,10.0,11.908340237224891,0,0,0,0,1,2.562874251497006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,6.951612903225806,1.0,1.0,7.321428571428571,1.0
866,2.5,10.0,10.0,8,5,2.54125,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,7.75,5.5,6.4,6.262096774193548,5.5,5.5,10.0,12.424806488355683,1,0,0,0,0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1.2903225806451613,1.0,10.0,6.357142857142857,1.0
867,3.25,10.0,10.0,4,5,1.0,4.0,5.5,4.0,7.0,5.5,10.0,10.0,4.375,4.0,1.0,10.0,1.0,5.5,5.5,4.6,4.290322580645162,5.5,5.5,10.0,11.76756768334381,1,0,0,0,0,1.9346153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,7.967741935483871,1.0,1.0,7.589285714285714,1.0
868,2.5,10.0,10.0,5,6,1.0,4.0,5.5,4.0,7.0,7.75,10.0,10.0,3.25,4.0,4.0,10.0,3.25,5.5,1.0,4.6,5.064516129032258,5.5,5.5,5.5,12.037653993905211,1,0,0,0,0,5.95568386098707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.4593227411200416,9.419354838709678,1.0,10.0,7.080357142857143,1.0
869,4.75,10.0,10.0,7,5,2.38375,7.0,5.5,7.0,7.0,10.0,10.0,10.0,4.375,4.0,7.0,10.0,3.25,5.5,10.0,4.6,4.471774193548387,5.5,5.5,10.0,12.371587084007746,1,0,0,0,0,3.571428571428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,3.6129032258064515,1.0,10.0,6.8125,1.0
